chapter,question,mark,subject,source,usage_freq
3,What is Simple columnar transposition technique with multiple rounds?,2,CNCC,bank,-
3,What is uses a?,2,CNCC,bank,-
3,What is one-time pad?,2,CNCC,bank,-
3,What is Let us apply the?,2,CNCC,bank,-
3,What is cipher algorithm?,2,CNCC,bank,-
3,What is to a plain-text message?,2,CNCC,bank,-
3,What is How Are You?,2,CNCC,bank,-
3,What is using a?,2,CNCC,bank,-
3,What is to produce a?,2,CNCC,bank,-
3,What is cipher-text message?,2,CNCC,bank,-
3,What is as shown?,2,CNCC,bank,-
3,What is Book Cipher/Running-Key Cipher?,2,CNCC,bank,-
3,"What is The idea used in book cipher, also incorrectly called?",2,CNCC,bank,-
3,What is running-key cipher?,2,CNCC,bank,-
3,"What is is quite simple, and is similar in principle to the?",2,CNCC,bank,-
3,What is Encryption and Decryption?,2,CNCC,bank,-
3,What is Basic Terms?,2,CNCC,bank,-
3,What is Every encryption and decryption process?,2,CNCC,bank,-
3,What is has two aspects?,2,CNCC,bank,-
3,What is and the?,2,CNCC,bank,-
3,What is used for encryption and decryption?,2,CNCC,bank,-
3,What is Symmetric And Asymmetric Key Cryptography?,2,CNCC,bank,-
3,What is Symmetric Key Cryptography and the Problem of Key Distribution?,2,CNCC,bank,-
3,What is Diffie-Hellman Key-Exchange/Agreement Algorithm?,2,CNCC,bank,-
3,What is Asymmetric Key Operation?,2,CNCC,bank,-
3,What is Whitefield Diffie?,2,CNCC,bank,-
3,What is Martin Hellman?,2,CNCC,bank,-
3,What is devised an amazing solution to the problem of?,2,CNCC,bank,-
3,What is key agreement?,2,CNCC,bank,-
3,What is key exchange?,2,CNCC,bank,-
3,What is in 1976. This solution is called the?,2,CNCC,bank,-
3,What is only for key agreement?,2,CNCC,bank,-
3,What is not for encryption or decryption?,2,CNCC,bank,-
3,Explain Cryptography Techniques in detail.,7,CNCC,bank,-
3,Explain Transposition Techniques in detail.,7,CNCC,bank,-
3,Explain Rail-Fence Technique in detail.,7,CNCC,bank,-
3,Explain The rail-fence technique is an example of transposition in detail.,7,CNCC,bank,-
3,Explain It uses a simple algorithm in detail.,7,CNCC,bank,-
3,Explain Simple Columnar Transposition Technique in detail.,7,CNCC,bank,-
3,Explain Basic technique in detail.,7,CNCC,bank,-
3,Explain Simple columnar transposition technique with multiple rounds in detail.,7,CNCC,bank,-
3,Explain uses a in detail.,7,CNCC,bank,-
3,Explain one-time pad in detail.,7,CNCC,bank,-
3,Explain Let us apply the in detail.,7,CNCC,bank,-
3,Explain cipher algorithm in detail.,7,CNCC,bank,-
3,Explain to a plain-text message in detail.,7,CNCC,bank,-
3,Explain How Are You in detail.,7,CNCC,bank,-
3,Explain using a in detail.,7,CNCC,bank,-
3,Explain to produce a in detail.,7,CNCC,bank,-
3,Explain cipher-text message in detail.,7,CNCC,bank,-
3,Explain as shown in detail.,7,CNCC,bank,-
3,Explain Book Cipher/Running-Key Cipher in detail.,7,CNCC,bank,-
3,"Explain The idea used in book cipher, also incorrectly called in detail.",7,CNCC,bank,-
3,Explain running-key cipher in detail.,7,CNCC,bank,-
3,"Explain is quite simple, and is similar in principle to the in detail.",7,CNCC,bank,-
3,Explain Encryption and Decryption in detail.,7,CNCC,bank,-
3,Explain Basic Terms in detail.,7,CNCC,bank,-
3,Explain Every encryption and decryption process in detail.,7,CNCC,bank,-
3,Explain has two aspects in detail.,7,CNCC,bank,-
3,Explain and the in detail.,7,CNCC,bank,-
3,Explain used for encryption and decryption in detail.,7,CNCC,bank,-
3,Explain Symmetric And Asymmetric Key Cryptography in detail.,7,CNCC,bank,-
3,Explain Symmetric Key Cryptography and the Problem of Key Distribution in detail.,7,CNCC,bank,-
3,Discuss Cryptography Techniques with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss Transposition Techniques with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss Rail-Fence Technique with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss The rail-fence technique is an example of transposition with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss It uses a simple algorithm with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss Simple Columnar Transposition Technique with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss Basic technique with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss Simple columnar transposition technique with multiple rounds with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss uses a with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss one-time pad with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss Let us apply the with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss cipher algorithm with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss to a plain-text message with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss How Are You with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss using a with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss to produce a with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss cipher-text message with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss as shown with suitable diagram and applications.,15,CNCC,bank,-
3,Discuss Book Cipher/Running-Key Cipher with suitable diagram and applications.,15,CNCC,bank,-
3,"Discuss The idea used in book cipher, also incorrectly called with suitable diagram and applications.",15,CNCC,bank,-
2,What is Network Security?,2,CNCC,bank,-
2,What is Packet Filters?,2,CNCC,bank,-
2,What is decides to either forward or discard the packet?,2,CNCC,bank,-
2,What is It is also called as?,2,CNCC,bank,-
2,What is screening router?,2,CNCC,bank,-
2,What is screening filter?,2,CNCC,bank,-
2,What is Such a?,2,CNCC,bank,-
2,What is firewall implementation?,2,CNCC,bank,-
2,What is from the local network to the outside world and vice versa)?,2,CNCC,bank,-
2,What is A packet filter performs the following functions?,2,CNCC,bank,-
2,What is Receive each packet as it arrives?,2,CNCC,bank,-
2,What is For example?,2,CNCC,bank,-
2,What is The rules specified in the packet filter work as follows?,2,CNCC,bank,-
2,What is a) Incoming packets from network?,2,CNCC,bank,-
2,What is are not allowed. They are blocked as a security precaution?,2,CNCC,bank,-
2,What is are blocked?,2,CNCC,bank,-
2,What is c) Incoming packets intended for a specific internal host?,2,CNCC,bank,-
2,What is d) Outgoing packets intended for port?,2,CNCC,bank,-
2,What is IP Address Spoofing?,2,CNCC,bank,-
2,What is Source Routing Attacks?,2,CNCC,bank,-
2,What is Tiny Fragment Attacks?,2,CNCC,bank,-
2,What is a) IP Address Spoofing?,2,CNCC,bank,-
2,What is b) Source Routing Attacks?,2,CNCC,bank,-
2,What is c) Tiny Fragment Attacks?,2,CNCC,bank,-
2,What is IP packets pass through a variety of physical networks?,2,CNCC,bank,-
2,What is Application Gateways?,2,CNCC,bank,-
2,What is An application gateway is also called a?,2,CNCC,bank,-
2,What is proxy server?,2,CNCC,bank,-
2,What is Application gateways typically work as follows?,2,CNCC,bank,-
2,What is set up a connection for actual communication?,2,CNCC,bank,-
2,What is user id?,2,CNCC,bank,-
2,What is the password?,2,CNCC,bank,-
2,What is required to access the services of the application gateway?,2,CNCC,bank,-
2,What is The user provides this information to the application gateway?,2,CNCC,bank,-
2,"What is that there is a variation of the application gateway, called as?",2,CNCC,bank,-
2,What is circuit gateway?,2,CNCC,bank,-
2,What is creates a new connection between itself and the remote host?,2,CNCC,bank,-
2,What is Basic Concepts?,2,CNCC,bank,-
2,What is TCP/IP) protocol suite?,2,CNCC,bank,-
2,What is The TCP/IP protocol suite contains?,2,CNCC,bank,-
2,Explain Network Security in detail.,7,CNCC,bank,-
2,Explain Packet Filters in detail.,7,CNCC,bank,-
2,Explain decides to either forward or discard the packet in detail.,7,CNCC,bank,-
2,Explain It is also called as in detail.,7,CNCC,bank,-
2,Explain screening router in detail.,7,CNCC,bank,-
2,Explain screening filter in detail.,7,CNCC,bank,-
2,Explain Such a in detail.,7,CNCC,bank,-
2,Explain firewall implementation in detail.,7,CNCC,bank,-
2,Explain from the local network to the outside world and vice versa) in detail.,7,CNCC,bank,-
2,Explain A packet filter performs the following functions in detail.,7,CNCC,bank,-
2,Explain Receive each packet as it arrives in detail.,7,CNCC,bank,-
2,Explain For example in detail.,7,CNCC,bank,-
2,Explain The rules specified in the packet filter work as follows in detail.,7,CNCC,bank,-
2,Explain a) Incoming packets from network in detail.,7,CNCC,bank,-
2,Explain are not allowed. They are blocked as a security precaution in detail.,7,CNCC,bank,-
2,Explain are blocked in detail.,7,CNCC,bank,-
2,Explain c) Incoming packets intended for a specific internal host in detail.,7,CNCC,bank,-
2,Explain d) Outgoing packets intended for port in detail.,7,CNCC,bank,-
2,Explain IP Address Spoofing in detail.,7,CNCC,bank,-
2,Explain Source Routing Attacks in detail.,7,CNCC,bank,-
2,Explain Tiny Fragment Attacks in detail.,7,CNCC,bank,-
2,Explain a) IP Address Spoofing in detail.,7,CNCC,bank,-
2,Explain b) Source Routing Attacks in detail.,7,CNCC,bank,-
2,Explain c) Tiny Fragment Attacks in detail.,7,CNCC,bank,-
2,Explain IP packets pass through a variety of physical networks in detail.,7,CNCC,bank,-
2,Explain Application Gateways in detail.,7,CNCC,bank,-
2,Explain An application gateway is also called a in detail.,7,CNCC,bank,-
2,Explain proxy server in detail.,7,CNCC,bank,-
2,Explain Application gateways typically work as follows in detail.,7,CNCC,bank,-
2,Explain set up a connection for actual communication in detail.,7,CNCC,bank,-
2,Discuss Network Security with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss Packet Filters with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss decides to either forward or discard the packet with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss It is also called as with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss screening router with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss screening filter with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss Such a with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss firewall implementation with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss from the local network to the outside world and vice versa) with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss A packet filter performs the following functions with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss Receive each packet as it arrives with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss For example with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss The rules specified in the packet filter work as follows with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss a) Incoming packets from network with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss are not allowed. They are blocked as a security precaution with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss are blocked with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss c) Incoming packets intended for a specific internal host with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss d) Outgoing packets intended for port with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss IP Address Spoofing with suitable diagram and applications.,15,CNCC,bank,-
2,Discuss Source Routing Attacks with suitable diagram and applications.,15,CNCC,bank,-
